id,address,bedroom_nums,bathroom_nums,car_spaces,land_size,price
367,"8 Foxall Street, Grantham Farm",4,2,2,322m²,"$978,500"
368,"144 Minorca Circuit, Spring Farm",3,2,2,303m²,"$940,000"
369,"60 Derribong Drive, Cordeaux Heights",3,2,1,305m²,"$861,250"
370,"9A Corden Street, Edgeworth",2,1,1,302m²,"$680,000"
371,"1/285 Sandgate Road, Shortland",4,2,1,214m²,"$632,500"
372,"327 New Canterbury Road, Dulwich Hill",3,2,1,341m²,"$1,950,000"
373,"63 Ulm Street, Ermington",4,2,3,319m²,"$1,855,000"
374,"137 Bay Street, Botany",3,2,2,276m²,"$1,750,000"
375,"39 San Siro Road, North Kellyville",4,2,2,375m²,"$1,586,000"
376,"15 Carson Street, Panania",5,3,2,336m²,"$1,550,000"
377,"2B Hinny Street, Box Hill",5,3,1,282m²,"$1,330,000"
378,"1B Hayes Avenue, Northmead",3,2,2,253.4m²,"$1,233,000"
379,"57 WISDOM STREET, Guildford",5,3,2,252.9m²,"$1,217,500"
380,"17 Bight Street, Catherine Field",4,2,1,300m²,"$1,130,000"
381,"14 Livesy Street, Oran Park",4,2,2,375m²,"$1,108,000"
382,"15 Melrose Street, Wilton",4,2,2,375m²,"$1,085,000"
383,"4 Mortlock Avenue, Ropes Crossing",4,2,1,330m²,"$1,017,000"
384,"53 Kerrigan Crescent, Elderslie",3,2,2,365m²,"$1,000,000"
385,"108 William Hart Crescent, Penrith",3,2,2,247m²,"$990,000"
386,"91B Thompson Crescent, Glenwood",3,1,2,275.8m²,"$921,000"
387,"32 Tilba Street, Kincumber",3,1,1,342m²,"$900,000"
388,"22 Araluen Terrace, Tullimbar",3,2,1,227.3m²,"$774,500"
389,"1/133 Woodburn Street, Evans Head",3,1,1,338m²,"$750,000"
390,"11/30 Balmoral Road, Burrill Lake",2,1,1,240m²,"$740,000"
391,"1/84A Northcote Street, Kurri Kurri",2,2,1,295m²,"$625,000"
392,"11A Bonneville Boulevard, Goulburn",4,2,1,327m²,"$595,000"
393,"25a Melton Road, Mudgee",3,2,1,297m²,"$510,000"
394,"2 Moresby Street, Orange",3,2,1,373m²,"$415,000"
395,"112A Rosebery Avenue, Rosebery",5,4,4,348m²,"$4,420,000"
396,"36A Doris Street, Picnic Point",5,6,3,367m²,"$2,250,000"
397,"2/15 Chiswick Place, Cherrybrook",4,2,2,303m²,"$1,928,000"
398,"16 Carrawinya Crescent, North Kellyville",4,3,2,361m²,"$1,800,000"
399,"12 Nowra Street, Campsie",4,3,3,345m²,"$1,700,888"
400,"9 Burford Street (Rouse Hill Heights), Box Hill",6,4,2,337m²,"$1,600,000"
401,"41 Knightsbridge Avenue, Glenwood",4,2,2,369m²,"$1,530,000"
402,"4 Kookaburra Crescent, Brunswick Heads",3,2,2,234m²,"$1,495,000"
403,"36 Kensell Street, Austral",4,4,1,293m²,"$1,395,000"
404,"91 Ficus Street, The Ponds",4,2,1,323m²,"$1,378,000"
405,"6 Shorland Avenue, Jannali",3,2,1,333m²,"$1,375,000"
406,"2 Mersey Crescent, Tallawong",5,3,2,300m²,"$1,350,000"
407,"20 Tropea Street, Austral",4,3,2,290m²,"$1,213,000"
408,"125 Banfield Drive, Oran Park",4,2,2,300m²,"$1,130,000"
409,"4 Kaleb Street, Tallawong",4,2,2,368m²,"$1,080,059"
410,"14 Spencer Road, Cecil Hills",3,2,1,389m²,"$1,045,000"
411,"1/122 Araluen Terrace, Tullimbar",4,3,1,225m²,"$950,000"
412,"2 Austinmer St, Tullimbar",4,2,2,285m²,"$885,000"
413,"139 Wilson Street, Carrington",3,2,1,272m²,"$850,000"
414,"6 Carnarvon Circuit, East Maitland",3,2,2,373m²,"$777,500"
415,"10/138 Northcote Street, Kurri Kurri",2,1,1,226m²,"$530,000"
416,"3a Blue Gum Drive, East Ryde",3,2,2,281.6m²,"$2,035,000"
417,"96 Coronation Parade, Croydon Park",3,2,3,316.2m²,"$1,810,000"
418,"19B Culburra Road, Miranda",4,3,2,281m²,"$1,720,000"
419,"22A Nobbs Road, Yagoona",4,3,2,306.5m²,"$1,605,000"
420,"2 Tarlia Close, Acacia Gardens",5,3,2,396.8m²,"$1,420,000"
421,"38 Percy Street, Fairfield Heights",5,3,1,255m²,"$1,330,000"
422,"45 Sunburst Drive, Caddens",4,2,2,375m²,"$1,290,000"
423,"90 Cann Street, Bass Hill",4,3,1,321.5m²,"$1,240,000"
424,"10A Burns Road, Picnic Point",3,2,2,278.7m²,"$1,220,000"
425,"2 Cloud Street, Austral",5,3,2,272m²,"$1,170,000"
426,"5 Oates Street, Spring Farm",4,2,2,383m²,"$1,070,000"
427,"23 Myakka Way, Leppington",4,2,1,358m²,"$1,058,000"
428,"42 Capparis Lane, Leppington",3,2,2,327.8m²,"$999,999"
429,"117 Ingleburn Gardens Drive, Bardia",4,2,1,327.7m²,"$925,000"
430,"54 Waterhouse Road, Bradbury",4,2,1,300m²,"$920,000"
431,"14A Whistlers Run, Albion Park",3,3,2,310m²,"$880,000"
432,"14A Risbey Place, Bligh Park",3,1,1,272m²,"$795,000"
433,"324 Great Western Highway, St Marys",3,2,2,398.4m²,"$755,000"
434,"313 Diggers Road, Lavington",3,2,2,361.6m²,"$610,000"
435,"4/353 Rankin Street, Bathurst",3,1,1,290m²,"$545,000"
436,"3A New Illawarra Road, Bexley North",4,2,2,349m²,"$1,611,000"
437,"21 Cirrus Street, Schofields",5,3,2,312m²,"$1,445,000"
438,"49 Nazarene Crescent, Schofields",4,2,1,329m²,"$1,385,000"
439,"38 Attenborough Place, Quakers Hill",3,2,1,250m²,"$935,000"
440,"118 Albany Road, Stanmore",3,2,1,300m²,"$3,130,000"
441,"31 Twyford Avenue, Earlwood",5,4,2,301.2m²,"$2,871,000"
442,"1/90-92 Kent Road, North Ryde",4,2,2,333m²,"$2,138,000"
443,"2 Yelverton Street, Sydenham",3,1,1,227.1m²,"$1,690,000"
444,"41 Jonica Road, Austral",5,4,2,363m²,"$1,650,000"
445,"52 Crystal Street, Petersham",2,1,,215m²,"$1,436,000"
446,"6 Lawson Avenue, Pemulwuy",4,2,1,330m²,"$1,380,000"
447,"1 Brixham Place, Chipping Norton",3,2,2,383.3m²,"$1,355,000"
448,"4 Bulada Street, Bungarribee",4,3,1,330m²,"$1,314,000"
449,"10 Campbell Hill Road, Guildford",4,2,2,391.1m²,"$1,230,000"
450,"27 Garreffa Street, Riverstone",4,2,2,357m²,"$1,150,000"
451,"16 Brumby Street, Box Hill",4,2,1,300m²,"$1,125,100"
452,"56 Lawson Street, Hamilton",3,1,,209m²,"$1,100,000"
453,"14 Griffith Close, Galston",3,2,2,349.8m²,"$1,100,000"
454,"22 Jensen Way, Airds",4,2,1,383m²,"$900,000"
455,"98 Macauley Street, Leichhardt",4,3,2,329m²,"$4,200,000"
456,"342A Morrison Road, Ryde",5,3,2,327.7m²,"$2,850,000"
457,"263 Trafalgar Street, Petersham",3,2,1,265.6m²,"$2,640,000"
458,"27 Winsor Street, Merewether",4,3,1,298m²,"$2,475,000"
459,"74 Central Park Avenue, Norwest",4,2,2,301m²,"$2,400,000"
460,"23 Roseby Street, Marrickville",3,2,,221.3m²,"$2,150,000"
461,"5 Percy Street, Gladesville",3,2,2,397.5m²,"$2,100,000"
462,"30A Hughes Avenue, Ermington",5,2,2,325m²,"$1,925,000"
463,"448B President Avenue, Kirrawee",4,2,1,334m²,"$1,700,000"
464,"4A Ronald Avenue, Ryde",3,1,1,314.7m²,"$1,670,000"
465,"43A National Avenue, Loftus",4,2,1,396m²,"$1,650,000"
466,"1/2 Renown Street, Wamberal",4,3,2,341m²,"$1,625,000"
467,"17 Megan Crescent, Lennox Head",3,2,1,393m²,"$1,550,000"
468,"4a Melinga Place, Revesby",5,3,3,362.9m²,"$1,530,000"
469,"26 Highbury Road, North Kellyville",4,2,2,382m²,"$1,500,000"
470,"32 Caldwell Avenue, Edmondson Park",4,2,2,315m²,"$1,365,000"
471,"27 Alamein Street, Bardia",5,3,2,389m²,"$1,365,000"
472,"88 Fairfax Street, The Ponds",3,2,2,280m²,"$1,300,000"
473,"65 Travers Street, Moorebank",3,2,1,310m²,"$1,295,000"
474,"107 Kelly Street, Austral",4,3,1,300.3m²,"$1,280,000"
475,"21 Altair Street, Box Hill",4,2,2,314m²,"$1,275,000"
476,"21B Magree Crescent, Chipping Norton",4,3,1,202m²,"$1,250,000"
477,"6 Fouad Way, Caddens",4,2,2,335m²,"$1,230,000"
478,"4A O'Keefes Place, Horningsea Park",4,2,2,332m²,"$1,150,000"
479,"35 Neeson Road, Kembla Grange",4,2,2,398m²,"$1,141,000"
480,"19 Northumberland Street, Maryville",2,1,1,303m²,"$1,100,000"
481,"11 Selhurst Street, Marsden Park",4,2,2,320m²,"$1,088,000"
482,"55 Budapest Street, Rooty Hill",4,2,2,369.5m²,"$1,065,000"
483,"147 Glenwood Park Drive, Glenwood",3,1,1,337m²,"$1,050,000"
484,"3 Blackburn Avenue, West Hoxton",4,2,2,291m²,"$1,035,000"
485,"52 Corymbia Street, Croudace Bay",3,2,1,306m²,"$1,031,000"
486,"89b Liverpool Street, Lurnea",4,2,1,304m²,"$1,030,000"
487,"52 Waring Crescent, Plumpton",4,2,2,313m²,"$1,000,000"
488,"13 Sundew Street, Horsley",4,2,2,225m²,"$930,000"
489,"51B Albert Street, Ingleburn",3,2,1,224m²,"$886,000"
490,"43 Brooks Street, Macquarie Fields",3,1,2,353.3m²,"$770,000"
491,"22 Santa Fe Close, Cameron Park",2,2,2,247m²,"$756,611"
492,"70 Pembroke Street, Cambridge Park",3,1,2,325.3m²,"$750,000"
493,"3/4 The Cove Drive, Fullerton Cove",3,2,2,380m²,"$720,000"
494,"5 Crown Street, Belmont",2,1,1,347.8m²,"$715,000"
495,"2 Dove Street, Aberglasslyn",3,2,2,365.3m²,"$710,000"
496,"2/7 Ringtail Close, Lakewood",3,2,2,344m²,"$665,000"
497,"11B Marmion Street, Mannering Park",2,1,1,322m²,"$620,000"
498,"2 Hinder Street, East Maitland",2,1,1,369m²,"$595,000"
499,"7 Chifley Road, Lithgow",3,2,2,382m²,"$450,000"
500,"15 View Street, Woollahra",3,2,,202m²,"$4,100,000"
501,"51 Albany Road, Stanmore",4,2,2,221.3m²,"$2,900,000"
502,"204 North Road, Eastwood",5,4,1,387m²,"$2,750,000"
503,"16 Herbert Street, Rockdale",2,1,1,335m²,"$1,440,000"
504,"53 Dardanelles Road, Edmondson Park",4,2,2,352m²,"$1,300,000"
505,"19 Glendiver Street, Gledswood Hills",4,2,2,400m²,"$1,220,000"
506,"45 Fontana Drive, (Gables), Box Hill",3,2,2,330m²,"$1,176,000"
507,"33 Stanley Avenue, Middleton Grange",3,2,2,375m²,"$1,173,000"
508,"18 Kewba Street, Grantham Farm",4,3,2,328m²,"$1,140,000"
509,"36 Greenwich Place, Mardi",4,2,2,333m²,"$991,000"
510,"129 South Circuit, Oran Park",4,3,2,253m²,"$975,000"
511,"20 Goldmark Crescent, Cranebrook",3,1,1,337m²,"$944,500"
512,"68 Lomandra Crescent, Calderwood",3,2,2,313m²,"$930,000"
513,"2a Bangor Street, Guildford",3,1,1,261.5m²,"$930,000"
514,"3 Dodman Glade, Riverstone",4,2,1,238m²,"$915,000"
515,"5/614 George Street, South Windsor",3,2,2,252m²,"$800,000"
516,"10A Marlborough Place, Berkeley Vale",4,2,1,291m²,"$800,000"
517,"19 Neave Way, Port Macquarie",3,2,2,306m²,"$740,000"
518,"31 Zadoc Street, Lismore",3,2,2,335.1m²,"$315,000"
519,"29 Murriverie Road, North Bondi",3,2,1,392m²,"$5,000,000"
520,"68a Park Avenue, Ashfield",3,2,,210m²,"$1,870,000"
521,"38 Cabbage Gum Avenue, Denham Court",4,4,2,330m²,"$1,681,101"
522,"45 Kingfield Road, North Kellyville",4,3,2,375m²,"$1,665,000"
523,"58a Cathcart Street, Fairfield",5,5,3,290m²,"$1,625,000"
524,"33 Ashburton (Tallawong) Crescent, Schofields",5,3,2,395m²,"$1,510,000"
525,"21A Larien Crescent, Birrong",3,2,4,301.4m²,"$1,300,000"
526,"22 Lacilo Street, Riverstone",4,2,2,338m²,"$1,250,000"
527,"31 Burrough Street, Catherine Field",5,3,2,375m²,"$1,250,000"
528,"37 Galium Crescent, Denham Court",4,2,2,375m²,"$1,171,000"
529,"29 Mantis Circuit, Leppington",4,2,2,375m²,"$1,150,000"
530,"38B Vella Crescent, Blacktown",3,1,1,268m²,"$900,000"
531,"6/19 Faithfull Street, Goulburn",2,1,1,200m²,"$467,500"
532,"4 Tremere Street, Concord",4,3,2,325.16m²,"$3,930,000"
533,"2a Babbin Place, Caringbah South",5,3,3,400m²,"$2,630,000"
534,"23 England Avenue, Marrickville",3,1,,265.6m²,"$2,175,000"
535,"38A Victoria Avenue, Chatswood",3,1,,392m²,"$2,050,000"
536,"18 Frank Street, Mount Lewis",5,5,2,393.4m²,"$1,675,000"
537,"61A Tracey Street, Revesby",4,2,1,291m²,"$1,361,000"
538,"46 Sunray Crescent, Lennox Head",3,2,2,331m²,"$1,300,000"
539,"11 pipehorse st, Marsden Park",5,4,2,275m²,"$1,300,000"
540,"4 Steam Lane, Werrington",4,2,2,384m²,"$1,200,000"
541,"33 Connemara Street, Box Hill",5,3,1,300m²,"$1,182,000"
542,"54 Zeta Street, Box Hill",4,3,1,238m²,"$1,160,000"
543,"11 Bivouac Street, Jordan Springs",5,2,2,375m²,"$1,100,000"
544,"26 Samantha Crescent, Glendenning",3,1,1,400m²,"$990,000"
545,"78 Winten Drive, Glendenning",3,1,1,362.9m²,"$951,000"
546,"77 Wyong Road, Lambton",2,1,2,339m²,"$950,000"
547,"25 Linde Road, Glendenning",4,1,1,374.4m²,"$945,000"
548,"5B Kariba Close, Macquarie Hills",3,2,1,299m²,"$850,000"
549,"28 Cordeaux Road, Figtree",3,1,2,382m²,"$840,000"
550,"20 Cook Street, Lithgow",3,1,1,310m²,"$465,000"
551,"6B Bidurgal Avenue, Kirrawee",4,3,2,348m²,"$2,000"
552,"9 Cantor Street, Croydon",4,3,2,373m²,"$2,625,000"
553,"3 Stokes Road, North Kellyville",4,3,2,360m²,"$2,101,000"
554,"7A Francis Avenue, Brighton-Le-Sands",4,3,2,262m²,"$1,960,000"
555,"17 Kellick Street, Waterloo",3,1,1,322m²,"$1,950,000"
556,"15 Marathon Avenue, Newington",4,2,2,285m²,"$1,910,000"
557,"25 Betts Street, Kellyville Ridge",4,2,1,300m²,"$1,480,000"
558,"31B Buckwall Avenue, Greenacre",5,2,2,305.3m²,"$1,420,000"
559,"11 Berridale Street, Gregory Hills",5,3,2,390m²,"$1,375,000"
560,"13 Avocet Circuit, Marsden Park",5,3,2,312m²,"$1,240,000"
561,"220 Galgalyung Road, Austral",4,2,2,390m²,"$1,152,000"
562,"175 Teralba Road, Adamstown",3,1,1,350m²,"$1,090,000"
563,"158 Webber Circuit, Bardia",4,2,1,232m²,"$956,000"
564,"27 Silverton Street, Gregory Hills",3,2,1,272m²,"$950,000"
565,"114a Burnett Street, Merrylands",3,1,2,395.6m²,"$941,094"
566,"14 Camden Way, Watanobbi",5,2,2,399m²,"$904,000"
567,"7 Greenhill Street, Spring Farm",3,2,1,300m²,"$900,000"
568,"2/20 Kenny Close, St Helens Park",3,1,1,233m²,"$810,000"
569,"36 Mary Mackillop Drive, Woongarrah",3,2,1,280m²,"$790,000"
570,"3 Eeley Close, Coffs Harbour",3,1,1,356m²,"$625,000"
571,"9 Plymouth Street, Enfield",4,2,1,335.13m²,"$2,312,000"
572,"86 Beauchamp Drive, The Ponds",3,2,1,250m²,"$1,220,000"
573,"27 Yating Avenue (Tallawong), Schofields",4,3,1,335m²,"$1,185,000"
574,"23A Cross Street, Concord",4,2,2,332m²,"$3,055,000"
575,"42 Dalleys Road, Naremburn",3,2,1,341m²,"$2,701,000"
576,"18 Henson Street, Marrickville",3,1,2,303.5m²,"$2,250,000"
577,"26 The Parade, Dulwich Hill",3,1,,259.3m²,"$2,230,000"
578,"140 Juliett Street, Marrickville",2,1,2,221m²,"$2,227,000"
579,"35A Foucart Street, Rozelle",3,2,,232m²,"$2,152,000"
580,"4 Cosimo Way, Kellyville",4,2,2,368m²,"$1,785,000"
581,"2 Boronia Street, Ermington",3,2,1,351.9m²,"$1,700,000"
582,"1 Kareela Crescent, Greenacre",4,2,4,368.6m²,"$1,600,000"
583,"14 Carruthers Street, Penshurst",3,2,1,208m²,"$1,520,000"
584,"73a Edna Avenue, Merrylands",4,3,1,318m²,"$1,450,000"
585,"34A Uranus Road, Padstow",4,3,2,250m²,"$1,365,000"
586,"15A Penrose Avenue, East Hills",3,2,2,279m²,"$1,355,000"
587,"18 Mullumbimby Avenue, Hoxton Park",4,3,1,333m²,"$1,300,000"
588,"38 Kihilla Street, Fairfield Heights",5,4,1,252.9m²,"$1,280,000"
589,"28A Adelaide Road, Padstow",4,3,1,287m²,"$1,280,000"
590,"7 Polo Street, Box Hill",5,3,2,259m²,"$1,215,000"
591,"51A Allum Street, Bankstown",4,3,2,279m²,"$1,120,000"
592,"2 Belford Street, Broadmeadow",3,2,1,297m²,"$975,000"
593,"8 Arcadia Road, Glebe",3,2,1,221m²,"$3,700,000"
594,"33 Cook Street, Rozelle",4,2,,236m²,"$2,850,000"
595,"6 Jellicoe Street, Hurstville Grove",5,4,2,344.7m²,"$2,640,000"
596,"45a Waitara Parade, Hurstville Grove",5,4,2,332m²,"$2,600,000"
597,"28A Orange Street, Eastwood",5,3,1,295m²,"$2,413,999"
598,"8 Quarry Street, Tempe",2,1,,303m²,"$1,950,000"
599,"22A Cowper Street, Fairy Meadow",4,2,2,335m²,"$1,700,000"
600,"1 Eric Crescent, Lidcombe",3,1,2,366m²,"$1,700,000"
601,"1A Mitchell Street, Tighes Hill",4,2,1,335m²,"$1,580,000"
602,"23b Yates Avenue, Mount Keira",4,2,1,278m²,"$1,550,000"
603,"9 Elanora Road, Kiama Heights",3,2,2,350m²,"$1,530,000"
604,"3A Buller Street, North Parramatta",5,4,2,333m²,"$1,515,000"
605,"32 Ballymore Avenue, North Kellyville",5,2,2,300m²,"$1,450,000"
606,"5 Diana Street, Schofields",4,2,2,332m²,"$1,195,000"
607,"17 Larkin Street, Marsden Park",4,3,1,250m²,"$1,180,000"
608,"12 Power Ridge, Oran Park",4,2,2,375m²,"$1,115,000"
609,"32 Leppington House Drive, Denham Court",3,2,1,250m²,"$960,000"
610,"36 Jeffrey Avenue, St Clair",3,1,1,336.6m²,"$905,000"
611,"39 Kalang Ave, St Marys",3,1,4,373m²,"$903,000"
612,"48A Belford Street, Ingleburn",3,1,2,219m²,"$875,000"
613,"2 Antares Place, Cranebrook",3,1,1,317m²,"$815,000"
614,"8 Fitzpatrick Street, Goulburn",4,2,1,374m²,"$745,000"
615,"153B Caroline Chisholm Drive, Winston Hills",4,2,4,383m²,"$1,831,000"
616,"24A Connemarra Street, Bexley",3,1,4,366m²,"$1,800,000"
617,"34A Waratah Street, Bexley",3,2,1,385.4m²,"$1,650,000"
618,"13 Treweek Avenue, North Kellyville",4,2,2,376m²,"$1,570,000"
619,"17A Carrington Street, Revesby",4,2,2,275m²,"$1,475,000"
620,"237 Hamilton Road, Fairfield West",4,3,2,267.05m²,"$1,135,000"
621,"16 Woolly Street, Cobbitty",4,2,1,270m²,"$950,000"
622,"99 Cockatiel Circuit, Green Valley",3,1,1,383m²,"$875,000"
623,"95A Oakland Avenue, The Entrance",3,1,1,337m²,"$825,000"
624,"188 Gurwood Street, Wagga Wagga",3,2,2,392m²,"$775,000"
625,"3B Eskdale Grove, Thrumster",3,2,1,144m²,"$685,000"
626,"19 Goonawarra Street, Gobbagombalin",3,2,2,325.4m²,"$645,000"
627,"1/12 Boltwood Way, Thrumster",3,2,1,295m²,"$592,000"
628,"54 Thornley Street, Leichhardt",3,2,2,360.4m²,"$3,900,000"
629,"58-60 Australia Street, Camperdown",4,1,2,292m²,"$2,970,000"
630,"79A Orchardtown Road, New Lambton",4,2,2,235m²,"$1,810,000"
631,"21 Cadogan Road (Tallawong), Schofields",5,4,2,319m²,"$1,620,000"
632,"8 Genesis Street, Schofields",5,3,1,297m²,"$1,430,500"
633,"29 Bonaccordo Road, Quakers Hill",4,3,2,387m²,"$1,375,000"
634,"22 Taloma Street, Picnic Point",3,2,3,294.6m²,"$1,360,000"
635,"34 Tomah Crescent, The Ponds",4,2,2,264.8m²,"$1,360,000"
636,"54 Corvus Way, Box Hill",4,2,2,376m²,"$1,320,000"
637,"21 Pridham Avenue, Box Hill",4,3,1,300.2m²,"$1,220,000"
638,"29 Learoyd Road, Edmondson Park",4,2,2,308.8m²,"$1,180,000"
639,"7 Mooney Street, Spring Farm",4,2,2,382.3m²,"$1,035,000"
640,"11 Heathfield Avenue, Airds",4,2,2,370.9m²,"$950,000"
641,"104A Colonial Drive, Bligh Park",3,2,1,375m²,"$880,000"
642,"25 Eliza Way, Leumeah",3,1,1,396m²,"$865,000"
643,"128 George Street, North Strathfield",4,3,2,279.5m²,"$2,580,000"
644,"26 Mount Carmel Drive, Box Hill",5,3,2,387m²,"$1,615,000"
645,"38 Freyberg Street, New Lambton",3,1,1,373m²,"$1,450,000"
646,"21 Jarrett Lane, Ballina",4,2,1,329m²,"$1,330,000"
647,"34a Grevillea Grove, Heathcote",3,1,3,329.2m²,"$1,300,000"
648,"39a Seventh Avenue, Berala",3,1,,334m²,"$1,300,000"
649,"12A Bolwarra Drive, Marsden Park",5,3,2,240m²,"$1,271,000"
650,"47 Alcorn Street, Schofields",4,2,1,334m²,"$1,185,000"
651,"5 Chesham Avenue, Oran Park",4,2,2,375m²,"$1,080,000"
652,"14 The Irons Drive, Wilton",4,2,2,336m²,"$1,070,000"
653,"17 Wingate Avenue, West Hoxton",3,2,2,270m²,"$1,030,000"
654,"19 Edgewater Drive, Glenmore Park",3,2,1,357m²,"$1,026,000"
655,"6A Denver Road, St Clair",4,1,5,390m²,"$977,777"
656,"13 Samdon Street, Hamilton",3,1,1,293m²,"$835,000"
657,"1 Eldon Street, Waratah West",4,1,2,290m²,"$786,590"
658,"13 Oakmont Place, Woongarrah",3,2,1,300m²,"$785,000"
659,"21 Rudd Street, Lambton",2,1,1,357m²,"$745,000"
660,"24 Brookner Road, Spring Farm",4,2,1,297m²,"$925,000"
661,"7 Booth Street, Marsfield",4,4,2,346.2m²,"$2,409,999"
662,"17 Kudgee Street, The Ponds",5,4,1,320m²,"$1,702,000"
663,"33 Multan Street, Riverstone",5,3,2,300m²,"$1,470,500"
664,"24 Icarus Place, Quakers Hill",3,2,1,301m²,"$1,001,000"
665,"26A Beemera Street, Fairfield Heights",3,2,1,256m²,"$941,500"
666,"22 Gracemere Street, North Strathfield",5,4,2,370.8m²,"$2,920,000"
667,"81 Albany Road, Stanmore",3,1,,221m²,"$2,190,000"
668,"23 Broadford Street, Bexley",3,2,1,346m²,"$1,908,000"
669,"20 Eccles Street, Ermington",4,2,1,328m²,"$1,850,000"
670,"25 Tabrett Street, Banksia",2,2,2,328m²,"$1,690,000"
671,"1 Clerke Place, Kings Langley",5,3,1,318m²,"$1,460,000"
672,"32 Payten Avenue, Roselands",4,2,2,372m²,"$1,400,000"
673,"22 Kitchener Parade, Mayfield East",3,2,3,360.5m²,"$1,320,000"
674,"5 Adrian Place, Greystanes",4,3,1,295.5m²,"$1,310,000"
675,"6 Dunell Street, Middleton Grange",3,2,1,300m²,"$1,085,000"
676,"56 Persea Avenue, Riverstone",4,2,1,253.2m²,"$1,030,000"
677,"18 Leadership Street, Leppington",3,2,1,250m²,"$991,000"
678,"25 Kamira Road, Wadalba",4,2,2,390m²,"$895,000"
679,"22 Fuchsia Crescent, Macquarie Fields",3,1,1,369m²,"$850,000"
680,"32 Wetherill Street, Leichhardt",3,2,,216m²,"$2,760,000"
681,"11 Nullawarra Avenue, Concord West",5,3,2,346m²,"$2,700,000"
682,"5 Beatty Street, Mortdale",5,4,2,347.6m²,"$2,335,000"
683,"39 Pepper Tree Road, Lidcombe",6,3,2,373.6m²,"$2,070,000"
684,"32A Canarys Road, Roselands",5,3,3,372m²,"$1,690,000"
685,"22 Cato Circuit, Leppington",4,2,2,376m²,"$1,500,000"
686,"104 Constellation Avenue, Box Hill",5,3,1,300m²,"$1,475,000"
687,"103 Stewart Avenue, Hamilton South",3,1,1,396m²,"$1,430,000"
688,"91a Cantrell Street, Yagoona",4,3,2,338.1m²,"$1,375,000"
689,"4 Galloway Road, Box Hill",5,3,1,300m²,"$1,355,000"
690,"110 Greenacre Road, Greenacre",4,2,2,313.4m²,"$1,350,000"
691,"16 Rawlings Street, Oran Park",4,2,2,375m²,"$1,164,000"
692,"20 Goodenia Street, Marsden Park",4,3,2,250m²,"$1,150,000"
693,"17A Doncaster Avenue, Narellan",5,3,2,325.1m²,"$1,107,000"
694,"8B Minnamurra Circuit, Prestons",5,3,1,350m²,"$1,060,000"
695,"14 Garnsey Way, Oran Park",4,2,2,390m²,"$1,035,000"
696,"4 Hollingsford Crescent, Carrington",3,1,1,302m²,"$1,000,000"
697,"7 White Street, Wilton",5,3,2,255m²,"$990,000"
698,"5A Lorikeet Place, Blackbutt",3,2,2,355.6m²,"$985,000"
699,"57 Mccredie Drive, Horningsea Park",3,2,1,387m²,"$970,000"
700,"39 Julius Road, Rosemeadow",4,2,2,330m²,"$950,000"
701,"84A Audley Circuit, Gregory Hills",3,2,3,283m²,"$918,000"
702,"3 Yolanda Street, Albion Park",3,2,2,318m²,"$877,500"
703,"100 Hampshire Boulevard, Spring Farm",3,2,1,122m²,"$870,000"
704,"1 Euphrates Place, Kearns",3,1,1,384m²,"$860,000"
705,"16B Risbey Place, Bligh Park",3,1,1,270m²,"$860,000"
706,"3 Vassallo Place, Glendenning",3,1,1,272m²,"$840,000"
707,"2 Bangalore Place, Cameron Park",3,1,2,316.6m²,"$840,000"
708,"20A Mimiwali Drive, Bonville",4,2,2,380m²,"$830,000"
709,"28B Stewards Drive, Stream Hill",3,2,1,225m²,"$817,900"
710,"8 Becher Road, Farley",4,2,1,305m²,"$685,000"
711,"3/23a Sergeant Street, Cessnock",3,2,2,246m²,"$580,000"
712,"9 Cherry Lane, Warriewood",4,2,2,344m²,"$2,556,000"
713,"32B Phoenix Street, Lane Cove",3,2,2,343.9m²,"$2,365,000"
714,"46 Shepherd Street, Ryde",4,2,2,301.5m²,"$2,230,000"
715,"59A Hilltop Road, Merrylands",6,4,2,380.6m²,"$1,535,000"
716,"10A Martin Street, Roselands",4,3,4,380.6m²,"$1,420,000"
717,"8 Kilby Avenue, Pemulwuy",4,2,1,270m²,"$1,330,000"
718,"37 WaterLily Street, Denham Court",4,2,2,337m²,"$1,315,000"
719,"38 Sunningdale Drive, Colebee",4,3,1,350m²,"$1,200,000"
720,"6 Poa Grove, Denham Court",4,2,2,300m²,"$1,186,000"
721,"1 Almorah Street, Glenfield",5,3,1,363m²,"$1,170,000"
722,"14 Fernlea Crescent, Marsden Park",4,2,2,358.3m²,"$1,165,000"
723,"21 Long Tan Street, Bardia",4,3,2,375m²,"$1,140,017"
724,"4 Royal Street, New Lambton",3,2,1,312m²,"$1,050,000"
725,"41 Chatham Street, Hamilton",3,1,1,380m²,"$1,000,000"
726,"52 A Donohue street, Kings Park",3,1,1,280m²,"$980,000"
